id,score,target
11956017,2-1,home
11956016,0-2,away
11956015,1-0,home
11956014,1-0,home
11916366,0-0,draw
11956676,0-4,away
11888487,1-2,away
11871764,0-0,draw
11871763,2-1,home
11960297,2-0,home
11960298,4-2,home
11956018,3-1,home
11956677,3-0,home
11956323,2-0,home
11956680,0-1,away
11959997,1-1,draw
11959996,2-1,home
11959995,1-1,draw
11959994,1-1,draw
11959993,2-2,draw
11959991,0-1,away
11959990,5-0,home
11959989,2-2,draw
11959668,3-1,home
11959667,1-3,away
11959666,5-1,home
11959665,0-3,away
11959664,1-0,home
11959663,0-2,away
11956679,3-1,home
11959662,1-2,away
11959659,1-0,home
11957014,0-2,away
11957013,1-0,home
11957012,0-1,away
11957011,1-1,draw
11957010,0-0,draw
11957009,1-2,away
11957008,0-0,draw
11957007,2-1,home
11956685,1-0,home
11956684,3-2,home
11956683,1-1,draw
11956682,2-1,home
11960299,0-1,away
11959661,0-3,away
11956681,1-2,away
11909478,1-2,away
11960295,0-3,away
11909484,1-0,home
11909483,1-1,draw
11909477,2-4,away
11980933,1-0,home
11963203,1-2,away
11963202,0-0,draw
11963201,0-0,draw
11963200,1-1,draw
11963199,0-2,away
11963198,0-1,away
11963197,2-1,home
11963196,2-1,home
11962477,1-1,draw
11962475,1-2,away
11962474,1-1,draw
11962478,0-2,away
11962472,2-2,draw
12012705,0-1,away
11962470,2-2,draw
11960303,2-2,draw
11962473,2-2,draw
11960301,1-1,draw
11960300,3-0,home
11872114,1-0,home
11935712,1-1,draw
11935715,2-0,home
11892170,3-2,home
11948312,1-1,draw
11948311,1-2,away
11935717,2-0,home
11935720,0-0,draw
11937653,0-0,draw
11936421,4-1,home
11937651,3-0,home
11936429,1-1,draw
11936428,0-0,draw
11936427,1-1,draw
11935340,1-1,draw
11937654,2-0,home
11935339,3-0,home
11897281,2-2,draw
11935337,1-2,away
11868824,3-0,home
11935338,3-3,draw
11961191,0-1,away
11959162,1-2,away
11997518,0-5,away
11961193,1-1,draw
11997514,0-4,away
11984135,1-0,home
11963195,2-1,home
11935336,1-1,draw
11961195,2-0,home
11921405,4-0,home
11960296,4-1,home
11956322,2-3,away
11880571,2-1,home
11886215,0-3,away
11979009,2-1,home
11996813,1-2,away
11996814,0-1,away
12011682,0-6,away
11878870,2-1,home
11878871,2-0,home
11879678,2-1,home
11880567,1-1,draw
11887962,2-2,draw
11896009,1-0,home
11878869,3-1,home
12006925,0-3,away
11990319,1-2,away
11934601,2-0,home
11934600,1-0,home
11934599,4-1,home
11934596,2-2,draw
11934595,3-1,home
11934594,1-1,draw
11933990,0-0,draw
11933989,1-0,home
11933988,3-0,home
11933986,1-0,home
11933983,0-0,draw
11933682,1-2,away
11933680,1-3,away
11933679,1-1,draw
11933676,3-1,home
11896511,0-1,away
11930881,1-4,away
11901913,2-1,home
11952954,5-1,home
11902215,1-1,draw
11952955,1-0,home
11902218,0-2,away
11902217,1-0,home
11892171,1-0,home
11902216,4-2,home
11997525,2-3,away
11934602,1-3,away
11941873,1-2,away
11941473,0-1,away
11901909,0-3,away
12001176,1-1,draw
11901910,0-1,away
11910743,0-0,draw
11982081,1-2,away
11916566,2-2,draw
11916567,1-3,away
11916568,3-2,home
11916569,1-1,draw
11916639,0-1,away
11916641,3-2,home
11969346,2-0,home
11896513,0-2,away
11933684,1-1,draw
11933683,0-2,away
11979013,2-1,home
11979011,0-0,draw
11979010,0-0,draw
11930876,1-1,draw
11979008,2-2,draw
11979007,3-1,home
11979006,1-0,home
11979004,1-0,home
11902221,4-0,home
11926711,0-4,away
11890492,2-0,home
11943543,0-1,away
11928229,1-1,draw
11930880,2-0,home
12011694,2-0,home
11927455,1-0,home
11928602,1-1,draw
11929373,0-1,away
11939077,0-2,away
11939080,0-0,draw
11941868,1-1,draw
11928595,1-2,away
11943535,1-3,away
11943536,1-3,away
11943901,0-1,away
11927090,4-1,home
11943538,1-1,draw
11871765,1-1,draw
11986108,0-0,draw
11943149,2-1,home
11934295,0-0,draw
11943153,2-1,home
11868822,0-1,away
11934296,4-0,home
11981625,0-1,away
11981650,2-1,home
11909979,0-1,away
11981661,1-1,draw
11910367,1-0,home
11910740,1-2,away
11927461,0-1,away
11927458,1-1,draw
11910361,0-1,away
11910362,1-0,home
11916367,2-2,draw
11910363,0-0,draw
11910366,3-0,home
11911127,0-0,draw
11911125,1-0,home
11911121,4-0,home
11927845,0-1,away
11909984,4-0,home
11908785,5-0,home
11945427,0-1,away
11941874,0-2,away
11929370,3-4,away
11929374,1-0,home
11939083,3-1,home
11914289,0-3,away
11941870,1-0,home
11892167,1-1,draw
11945429,0-1,away
12008756,1-1,draw
12006173,0-0,draw
11928993,0-1,away
11911126,4-1,home
11927850,4-1,home
11942675,1-1,draw
11911119,0-0,draw
11936425,1-3,away
12008757,0-0,draw
11936423,0-2,away
11928989,0-0,draw
11941470,0-2,away
11935332,2-2,draw
11935334,1-0,home
11935341,2-0,home
11935713,1-0,home
11936424,2-2,draw
11942673,0-4,away
11935714,1-0,home
11935718,1-1,draw
11935719,1-0,home
11936422,1-2,away
12007189,0-0,draw
12002854,2-2,draw
12002169,0-0,draw
11910745,1-0,home
11911122,1-1,draw
11996082,1-2,away
11942678,0-0,draw
12008759,3-0,home
12008758,1-4,away
12002170,2-2,draw
12002956,1-1,draw
11874926,1-0,home
11928599,1-1,draw
11937650,1-1,draw
11982631,1-2,away
11888485,2-2,draw
11941469,2-2,draw
11886211,3-0,home
11983645,0-3,away
11896512,3-1,home
11896519,1-1,draw
11902214,1-1,draw
11943906,5-3,home
11901911,0-2,away
11896011,3-0,home
11890489,0-0,draw
11911128,1-0,home
11996085,1-1,draw
11952958,1-0,home
11995178,0-2,away
11984065,4-3,home
12011695,2-1,home
12008760,0-1,away
11989965,1-0,home
11959168,2-1,home
11874834,1-0,home
11983228,0-3,away
12006174,3-1,home
11987088,2-0,home
11987089,1-0,home
11989158,0-0,draw
11989684,0-2,away
12001847,1-0,home
12006262,1-3,away
11990885,1-5,away
11985138,3-2,home
11990766,0-1,away
11989326,0-2,away
11989162,2-1,home
11989161,5-0,home
11989159,0-1,away
11988052,1-0,home
11988050,5-0,home
11985139,0-2,away
11985137,3-0,home
11985136,1-1,draw
11984139,3-1,home
11983181,4-1,home
11984110,0-4,away
11983373,0-0,draw
11989327,3-2,home
11983368,0-1,away
11981649,0-1,away
11981626,1-0,home
11888489,2-1,home
11996084,1-0,home
11989251,1-1,draw
11989250,1-0,home
11983459,0-1,away
11983314,1-4,away
11983313,1-3,away
11983178,2-0,home
11983849,3-2,home
11975763,1-0,home
11983179,1-2,away
11981662,0-0,draw
11990148,0-1,away
11984111,0-1,away
11983180,2-2,draw
11990150,4-3,home
11896515,1-1,draw
11989160,1-2,away
11937649,2-1,home
11962687,5-0,home
11950885,2-1,home
11990767,2-1,home
11984561,0-1,away
11984449,1-1,draw
11948307,0-1,away
11901912,0-1,away
11990149,1-1,draw
11922771,1-0,home
11922432,1-1,draw
11922425,1-2,away
11868825,0-2,away
11962688,1-1,draw
11896014,0-1,away
11922774,0-2,away
12000253,1-1,draw
11950884,0-0,draw
11950676,0-0,draw
11996080,1-0,home
11906516,3-3,draw
11906517,4-1,home
12002958,2-0,home
12006187,3-0,home
11950673,2-0,home
12006926,2-1,home
11990637,1-0,home
12002171,1-5,away
12002172,1-1,draw
11998836,1-2,away
11981229,2-2,draw
11997820,2-0,home
11997097,0-0,draw
11997095,2-1,home
11985135,0-1,away
11984562,2-2,draw
11997821,0-0,draw
11997819,0-1,away
12006264,1-0,home
12006263,1-0,home
11989325,5-4,home
11998837,1-1,draw
11990140,0-1,away
11962685,1-1,draw
11997096,4-1,home
11983371,1-1,draw
11950674,0-0,draw
11990139,1-3,away
11983374,2-1,home
11990141,3-1,home
12001848,3-1,home
12000251,2-0,home
11950672,2-1,home
11997824,0-0,draw
11906514,1-1,draw
12006188,0-0,draw
11989966,1-1,draw
12004998,2-0,home
11950677,0-0,draw
11950678,2-0,home
12004999,1-1,draw
11997099,3-0,home
11990632,1-0,home
12006927,3-2,home
11950883,3-0,home
12000250,1-2,away
11906512,0-0,draw
12006265,3-2,home
11962684,1-1,draw
11989967,3-0,home
11997760,1-0,home
11997761,2-0,home
11995654,1-2,away
11995653,0-1,away
11998381,4-2,home
11957578,0-2,away
11969349,1-2,away
11987408,2-3,away
11982080,0-4,away
11952692,0-3,away
11987407,0-0,draw
11987472,1-1,draw
11952691,1-4,away
11952695,1-1,draw
11952693,2-0,home
11982078,2-0,home
11935716,1-2,away
11998380,3-0,home
11952690,0-4,away
11964284,1-0,home
12001905,1-0,home
11987470,2-4,away
11936134,0-0,draw
12001906,0-2,away
11969350,1-1,draw
11990316,2-1,home
11916364,3-3,draw
11890494,1-0,home
11959165,2-2,draw
12006171,2-0,home
11995896,0-0,draw
12012641,1-0,home
11872436,4-1,home
11872437,0-1,away
11872438,1-0,home
11914293,1-1,draw
11987410,2-5,away
11987471,5-0,home
11955738,1-2,away
11987473,2-1,home
11891466,0-0,draw
11890495,1-1,draw
12013420,0-12,away
12001559,1-2,away
12012642,2-1,home
11987409,1-1,draw
11874924,1-3,away
11947488,1-2,away
11947489,1-2,away
11957926,2-2,draw
11957927,2-0,home
11957928,2-1,home
11957929,1-0,home
11901914,1-2,away
11973253,2-3,away
11953618,0-4,away
11947491,4-2,home
11872120,2-1,home
11957930,1-3,away
11957931,2-1,home
11957933,3-2,home
11936430,1-0,home
11902220,1-0,home
11883695,1-0,home
11918437,1-0,home
11871394,1-0,home
11918111,2-2,draw
11922426,2-0,home
11997508,1-2,away
11948309,1-0,home
11901908,1-0,home
11989329,3-1,home
12012732,5-1,home
11990763,1-0,home
11983370,1-2,away
11984451,2-2,draw
11989685,7-1,home
11983369,0-1,away
11995179,1-2,away
11983311,0-2,away
11983312,0-1,away
11950886,1-0,home
12012734,1-1,draw
11950887,1-0,home
11950882,2-0,home
11995181,0-0,draw
11995180,3-1,home
11962686,0-1,away
12007473,2-1,home
11995182,0-2,away
11995183,0-2,away
11997762,3-4,away
12007494,3-0,home
11998388,2-0,home
11997763,0-1,away
12007674,2-0,home
12013421,2-1,home
12007673,4-1,home
12007493,0-1,away
11998759,2-1,home
11998758,1-3,away
11998756,0-1,away
11998754,1-0,home
11955740,2-3,away
11960822,2-1,home
11960821,2-0,home
11960820,1-1,draw
11960819,0-0,draw
11960818,1-1,draw
11960817,2-1,home
11960816,0-0,draw
12000131,1-1,draw
12014521,4-2,home
11936819,2-1,home
11957449,1-0,home
11998387,2-0,home
11936820,1-0,home
11998389,2-0,home
12013422,0-1,away
11987406,1-4,away
11998386,1-1,draw
11997365,0-0,draw
11998392,1-2,away
11973217,2-1,home
11997212,0-1,away
11996700,0-1,away
11996699,1-4,away
11997369,2-1,home
11997367,2-1,home
11997366,0-2,away
11998384,2-0,home
11996430,3-0,home
11997368,1-1,draw
12014523,3-1,home
12011747,1-1,draw
11998391,2-0,home
11987379,0-0,draw
12007597,1-2,away
12008740,1-0,home
12001908,1-2,away
11936136,1-1,draw
12001907,0-3,away
12014083,0-0,draw
12014084,0-5,away
11998393,0-4,away
11997213,0-0,draw
11997214,1-1,draw
11936823,0-1,away
11996701,0-0,draw
12011748,0-3,away
11885905,2-0,home
12007495,1-0,home
11969351,1-1,draw
12007460,0-0,draw
12007464,1-1,draw
12007462,3-3,draw
12001527,3-1,home
11990866,1-1,draw
12001825,2-4,away
12013423,1-0,home
11885908,3-0,home
11885906,1-0,home
11992023,0-2,away
11885910,1-0,home
12007199,3-2,home
12006449,4-2,home
12006448,2-0,home
12003897,2-2,draw
11884875,1-2,away
11893459,1-2,away
11883566,3-1,home
11918120,1-1,draw
11892529,0-0,draw
11892537,0-0,draw
11918153,2-1,home
11893058,4-2,home
12001110,2-0,home
11892525,2-1,home
11918118,1-0,home
11919040,3-3,draw
11918115,0-3,away
11892922,0-2,away
11925821,1-0,home
11926205,2-1,home
11918054,1-1,draw
11918976,1-2,away
11931968,1-0,home
11919041,2-0,home
11883631,4-0,home
11892966,2-0,home
11893428,0-1,away
11919466,1-2,away
11925865,0-0,draw
11932743,1-2,away
12001106,1-2,away
11892960,6-1,home
11892502,4-2,home
11919462,1-0,home
11877085,2-1,home
11877658,3-1,home
11877656,3-1,home
11877654,1-0,home
11877653,3-1,home
11877652,1-4,away
11877651,2-0,home
11877650,3-1,home
11877649,0-4,away
11877648,1-1,draw
11876552,1-0,home
11876551,2-1,home
11876550,0-2,away
11876548,0-0,draw
11876547,3-1,home
11876545,0-2,away
11876544,2-2,draw
11988375,3-4,away
11877659,0-2,away
11989930,2-1,home
11877655,3-0,home
11877089,1-2,away
11877095,2-1,home
11877091,3-2,home
11877087,2-1,home
11877086,0-1,away
11877090,3-2,home
12007496,0-1,away
11877093,0-1,away
12011957,2-2,draw
11876555,1-1,draw
11877657,2-2,draw
11901906,2-1,home
11876554,2-1,home
12000261,1-1,draw
12011716,1-0,home
12012730,1-2,away
12012731,1-0,home
11990886,3-1,home
11988054,1-0,home
11983460,3-2,home
11981230,2-0,home
11984112,1-0,home
11983900,2-0,home
12000263,2-1,home
11983229,0-1,away
12006928,3-0,home
12014029,0-1,away
11922772,1-1,draw
11989679,1-0,home
11984565,1-1,draw
11980851,3-2,home
11980879,3-1,home
12000264,0-0,draw
12007483,5-3,home
11980875,1-0,home
11980873,0-1,away
12014528,0-2,away
11987731,3-1,home
11987729,2-2,draw
11980929,3-2,home
11987733,3-1,home
11997764,3-0,home
11987735,0-3,away
11988632,2-2,draw
12013425,2-1,home
11996431,3-1,home
12007599,3-2,home
11988633,0-1,away
12015625,1-0,home
11948945,6-3,home
11998757,4-0,home
11996432,1-4,away
12015624,3-0,home
11988629,1-1,draw
12006226,1-0,home
12006224,2-1,home
11998404,0-0,draw
11879875,2-2,draw
11998395,1-1,draw
12013426,2-0,home
11977482,1-3,away
11977486,1-1,draw
11977483,0-0,draw
11936825,1-1,draw
11936824,1-0,home
11998402,0-0,draw
11986143,0-3,away
11936826,2-0,home
12007598,0-0,draw
11936827,0-0,draw
11988635,0-1,away
11998383,4-1,home
12008897,1-1,draw
12008899,0-0,draw
12008900,1-1,draw
11952694,2-3,away
12006223,0-1,away
11997371,0-0,draw
12001860,2-1,home
11997370,1-0,home
11988631,2-0,home
11879868,2-1,home
11974397,1-3,away
11974393,1-3,away
11974391,3-0,home
11982213,1-0,home
11948782,1-2,away
11974399,0-1,away
11974395,2-2,draw
11996702,1-0,home
11996703,2-1,home
11909490,1-1,draw
11998403,2-1,home
11996429,3-1,home
11997372,2-1,home
12013427,0-0,draw
11936403,0-1,away
11964285,2-4,away
11977484,1-1,draw
11977485,1-0,home
11998795,6-0,home
11977487,2-1,home
11977481,1-0,home
12014751,1-0,home
11977488,0-2,away
12001177,0-1,away
11977489,4-1,home
12015626,0-0,draw
12011751,1-2,away
11994602,2-0,home
11998405,6-2,home
12014530,0-0,draw
11988878,2-1,home
11998398,0-2,away
12014753,1-1,draw
12001528,2-0,home
11988881,1-2,away
11999116,1-1,draw
11969347,1-2,away
11999117,0-0,draw
12013443,0-2,away
11999118,5-1,home
11998396,3-1,home
11936828,1-1,draw
11998406,0-1,away
11982227,3-2,home
12007201,0-4,away
12001826,1-2,away
11988636,1-2,away
11996704,2-1,home
12011752,2-1,home
12013428,2-8,away
11874931,1-1,draw
11999119,0-1,away
11988879,3-0,home
11969352,1-2,away
12007459,2-1,home
12007465,0-2,away
11885902,3-0,home
11984147,2-0,home
11984140,1-1,draw
11998410,3-1,home
11983905,4-1,home
11998408,2-0,home
11998412,2-5,away
11983907,4-1,home
12001558,4-3,home
12011960,0-2,away
11984146,2-0,home
12011956,0-0,draw
11983903,0-1,away
11874932,1-1,draw
12014030,3-2,home
11998413,2-1,home
11998411,1-1,draw
12007202,0-2,away
11989163,1-0,home
11988638,1-2,away
11983230,3-2,home
11973233,4-0,home
11994600,2-0,home
11914770,1-1,draw
11984452,2-1,home
11990887,0-1,away
11953625,2-2,draw
11985144,2-0,home
12002849,4-1,home
12006266,1-0,home
11885909,1-3,away
11885904,1-1,draw
11888340,0-0,draw
12006722,0-1,away
12006721,2-1,home
11983382,1-0,home
11992024,5-0,home
12007203,1-6,away
11885907,1-0,home
11902886,0-3,away
11876553,0-1,away
11876549,2-0,home
11918023,0-0,draw
12003898,2-1,home
11867405,0-2,away
11989932,0-1,away
11902881,1-4,away
11902928,0-1,away
11879644,2-0,home
11879645,0-3,away
12011962,3-1,home
12011955,2-2,draw
12011958,0-4,away
12007463,3-1,home
11901907,1-2,away
11997101,1-0,home
11997105,2-1,home
12000266,2-2,draw
11996090,1-0,home
11989332,0-1,away
11996088,4-1,home
11984145,0-2,away
11988053,0-0,draw
12011995,0-3,away
11983377,2-2,draw
11995515,4-0,home
11983380,4-0,home
11984144,1-3,away
12006267,3-2,home
12006268,4-2,home
11981231,1-0,home
11983183,2-2,draw
11983906,1-0,home
11984143,0-2,away
11985141,1-3,away
11989167,0-2,away
11989165,1-0,home
11983462,1-1,draw
12014032,1-1,draw
11988057,1-0,home
11990153,0-1,away
11990144,0-0,draw
11990143,2-1,home
12001560,0-5,away
12001561,3-1,home
11984453,1-0,home
11983901,2-1,home
11983902,1-1,draw
11983904,1-1,draw
11984142,2-1,home
11984564,0-3,away
11985140,1-1,draw
11985142,1-0,home
11988056,0-1,away
11988058,0-0,draw
12000265,1-0,home
11983185,0-1,away
11983182,0-0,draw
11990152,0-0,draw
11983184,1-1,draw
11990890,0-1,away
11989164,1-3,away
11984141,0-1,away
11989166,5-1,home
11984067,3-0,home
11984069,0-1,away
11989681,3-1,home
11984113,4-0,home
11983376,1-2,away
11990142,3-4,away
11989334,2-1,home
12014031,2-1,home
11988055,0-0,draw
12006269,0-2,away
11983186,0-1,away
11996087,0-1,away
11996089,0-0,draw
11998839,2-0,home
11980877,2-1,home
11980853,3-0,home
11998838,1-0,home
12000267,3-4,away
11998840,3-1,home
11996086,0-1,away
11996091,1-1,draw
11997103,1-1,draw
11997104,1-0,home
11997100,0-3,away
11980849,3-0,home
11980855,3-1,home
11997765,1-0,home
12005161,1-0,home
11997766,2-0,home
12015641,1-1,draw
12015627,1-0,home
11998417,2-0,home
12014533,1-1,draw
12007601,2-0,home
12015628,0-1,away
12006220,5-0,home
11998419,7-0,home
11998416,0-3,away
11982232,1-1,draw
12007206,3-1,home
12015629,2-1,home
11974403,2-0,home
11996309,1-1,draw
11998420,0-1,away
11993939,2-2,draw
11997225,0-3,away
12014534,3-2,home
12011749,1-0,home
11964286,1-0,home
12007602,1-5,away
11996310,3-1,home
11969344,3-2,home
11993940,1-1,draw
11997226,1-1,draw
12011750,0-2,away
11990596,0-3,away
11989318,2-0,home
11998421,1-1,draw
11998407,2-0,home
12005159,3-1,home
11990597,1-3,away
11960567,1-1,draw
11969348,1-1,draw
11990595,4-2,home
12011961,5-0,home
12015739,2-5,away
11990598,0-1,away
12015095,1-1,draw
11947490,2-2,draw
11973196,1-1,draw
11885903,4-1,home
11992025,2-1,home
12014535,2-0,home
12007461,1-2,away
11962695,1-3,away
11962693,1-1,draw
11962694,0-2,away
11962690,1-4,away
12011959,3-1,home
11902229,2-0,home
11998842,3-0,home
12000269,1-0,home
12015096,1-0,home
11916642,1-0,home
12007123,1-0,home
11989333,0-0,draw
11962692,2-1,home
11983383,2-0,home
11983379,0-0,draw
11990888,2-1,home
11985145,1-2,away
12007474,1-4,away
11985143,3-1,home
12000268,1-1,draw
12000262,1-1,draw
11989168,1-0,home
11989331,2-1,home
11984071,0-2,away
11906526,1-1,draw
11984070,1-2,away
11984566,0-0,draw
11989330,0-1,away
11983378,1-1,draw
11983381,2-1,home
11990151,2-1,home
12006271,2-1,home
12006270,1-2,away
11998841,1-2,away
12015643,2-0,home
12007475,0-0,draw
11997102,0-0,draw
12004284,3-0,home
12014538,1-1,draw
11951384,1-0,home
11955751,2-0,home
12006176,2-3,away
11995664,1-2,away
11996246,0-0,draw
11960570,0-1,away
11955749,2-0,home
11960569,1-1,draw
11995905,0-2,away
12015644,4-0,home
12014539,1-2,away
11995907,0-0,draw
11995901,0-1,away
11936147,4-0,home
11955750,0-3,away
11955752,2-1,home
11957702,1-2,away
11995900,1-1,draw
11978527,1-1,draw
11995903,0-5,away
11995660,0-0,draw
11995902,1-3,away
11978531,1-3,away
11995904,0-1,away
11955747,3-4,away
11995663,2-0,home
11995661,2-2,draw
11957467,2-0,home
11957463,1-1,draw
11955748,0-0,draw
11995665,1-0,home
11978530,2-1,home
11933270,1-1,draw
11998429,1-0,home
12001915,0-2,away
11978529,1-3,away
11933268,3-0,home
11933269,2-1,home
11933271,0-2,away
11933267,3-1,home
11933273,2-2,draw
11933274,1-1,draw
11933275,1-2,away
12014540,1-0,home
11933266,5-1,home
11998422,2-0,home
11933276,1-2,away
11933277,1-1,draw
11957469,2-7,away
11933272,1-1,draw
11936148,3-2,home
11997373,2-1,home
11996311,1-2,away
11872447,1-0,home
11872444,1-2,away
11872446,1-1,draw
11872442,0-2,away
11872440,1-0,home
11998798,4-1,home
12014536,2-2,draw
11982087,0-4,away
11993833,3-2,home
12000100,1-1,draw
11977959,1-5,away
11977958,2-1,home
11977957,0-3,away
11993831,1-4,away
11993834,2-0,home
11993835,0-2,away
11993836,4-1,home
11993837,2-0,home
11993838,0-2,away
11909485,0-1,away
11978528,2-1,home
11998428,2-2,draw
11980934,2-3,away
11952697,2-1,home
11997374,1-1,draw
12000101,2-2,draw
11993941,4-1,home
11964287,1-0,home
12007209,7-0,home
12000132,4-2,home
11990889,0-1,away
11982083,4-0,home
11988641,4-1,home
11997227,2-1,home
12007127,1-3,away
12016201,1-2,away
11998431,0-1,away
11990332,3-0,home
11936141,1-2,away
12015630,0-3,away
11996312,0-0,draw
12016185,1-1,draw
11990331,4-2,home
11992150,2-0,home
12005162,0-4,away
11993942,0-0,draw
12000102,1-0,home
12012644,0-6,away
11936146,0-2,away
11998427,1-2,away
11916377,3-1,home
11992250,2-0,home
11998432,3-1,home
11998433,2-1,home
12007210,1-0,home
11982617,1-0,home
11908579,1-1,draw
11868000,2-0,home
11914298,3-1,home
11988642,3-2,home
12001278,0-11,away
11996313,1-1,draw
11885914,0-2,away
11885918,0-0,draw
11982658,2-2,draw
11954226,1-3,away
11904517,1-5,away
12016251,5-2,home
12016186,1-3,away
11897297,2-0,home
11891793,1-1,draw
11891480,3-4,away
11887125,3-1,home
11959174,0-0,draw
11998434,3-0,home
11954228,0-0,draw
11897298,1-0,home
12007211,6-0,home
11916571,2-1,home
11942402,1-2,away
11931524,0-1,away
11908580,2-0,home
11908578,3-0,home
11908576,3-1,home
11908577,0-2,away
11908573,2-1,home
11871407,0-0,draw
11908575,1-1,draw
11872123,3-1,home
11872124,1-1,draw
11872125,2-2,draw
11872126,0-2,away
11871406,3-1,home
11871405,0-1,away
11871404,1-0,home
11871403,1-1,draw
11871766,4-0,home
11871402,0-1,away
11871401,1-2,away
11872127,0-0,draw
11871400,1-1,draw
11871399,4-4,draw
11872128,3-0,home
11872129,4-2,home
11880573,1-2,away
11901918,3-2,home
11908572,2-1,home
11872122,2-1,home
11879477,1-1,draw
11912538,3-2,home
11912548,0-1,away
11888494,3-1,home
11886222,0-0,draw
11887966,1-0,home
11931526,2-1,home
11991993,5-3,home
12001827,1-1,draw
11877097,1-1,draw
11877099,4-0,home
11882563,2-3,away
11868827,3-2,home
11916643,0-0,draw
11922439,3-3,draw
11896532,2-1,home
11948318,3-4,away
11992251,1-0,home
11922437,1-1,draw
11922440,1-2,away
11922434,1-1,draw
11950680,1-2,away
11916570,0-1,away
11990639,1-1,draw
11938711,0-1,away
11938706,1-2,away
11916645,7-2,home
11916572,3-3,draw
11901915,2-2,draw
11995184,0-0,draw
11995185,0-2,away
12007484,2-1,home
12007120,2-1,home
12006934,1-2,away
11990638,4-1,home
12015631,0-0,draw
11950685,2-0,home
12012508,1-0,home
12005000,0-0,draw
11906525,1-1,draw
11992082,1-1,draw
11916644,3-1,home
11989968,2-2,draw
11974202,0-1,away
12004285,2-1,home
11916573,3-4,away
12004286,4-0,home
12000993,4-0,home
12007485,2-1,home
12013328,1-2,away
12006938,2-3,away
12005001,6-3,home
11989970,2-1,home
12016170,1-1,draw
12016202,0-1,away
12016171,3-5,away
11951385,0-0,draw
11997767,4-0,home
12016169,1-1,draw
12016172,2-0,home
11986344,3-1,home
11980935,0-2,away
11951386,3-1,home
12015996,2-0,home
11977711,2-0,home
11988655,1-1,draw
11996247,1-0,home
11996248,1-0,home
11988673,3-2,home
11997768,1-2,away
12015645,3-0,home
12007606,3-1,home
11962964,1-0,home
12002838,3-2,home
12001529,0-1,away
11962963,2-0,home
11962962,2-2,draw
11998452,3-2,home
11943910,4-1,home
11988649,0-1,away
11988647,1-0,home
11921962,3-1,home
11921776,2-1,home
11921594,4-1,home
11921593,1-2,away
11988656,0-2,away
11954875,1-2,away
11988652,2-0,home
11968966,0-2,away
12007214,4-3,home
12016203,4-1,home
11968968,0-0,draw
11968967,1-1,draw
12016158,2-4,away
12016157,5-2,home
12011638,1-2,away
11968965,4-0,home
11998761,3-0,home
12015999,3-0,home
12007605,6-0,home
12015997,5-0,home
12015998,1-0,home
11988646,2-1,home
11939824,2-1,home
11940732,2-0,home
11941075,2-1,home
11939820,1-0,home
11939823,0-1,away
11941070,2-0,home
11939505,3-3,draw
11939508,1-1,draw
11962960,1-0,home
12016000,2-0,home
11939509,2-2,draw
11951387,2-2,draw
12015738,2-3,away
11936143,4-2,home
11988657,0-2,away
11914303,0-0,draw
11921780,2-0,home
11921595,7-0,home
11916376,1-3,away
11879913,1-1,draw
11887122,1-2,away
11902224,0-2,away
11936142,1-0,home
11936145,2-1,home
11982602,1-0,home
12016159,3-2,home
12003964,4-1,home
11974085,2-0,home
11943909,3-0,home
11998458,1-1,draw
11948974,0-1,away
12011673,3-0,home
11988651,0-0,draw
11998454,0-0,draw
12016175,2-1,home
12016174,0-1,away
11998456,9-2,home
12015737,4-2,home
11978532,0-1,away
12015740,3-1,home
11986646,1-3,away
11986650,1-1,draw
11982603,1-2,away
11986342,3-2,home
11986343,1-1,draw
11998459,2-0,home
11986346,1-1,draw
11986651,2-0,home
11980936,0-1,away
11986339,1-1,draw
12015646,3-3,draw
11978533,3-1,home
11896018,2-1,home
11885915,1-1,draw
12001838,1-6,away
11998463,1-0,home
11998461,0-3,away
11998460,3-1,home
11998443,3-0,home
11997375,2-1,home
11988658,4-3,home
11885911,2-2,draw
11982647,3-1,home
11954873,1-2,away
11954869,0-1,away
11921963,3-0,home
11921778,3-0,home
11921777,1-1,draw
11921596,5-2,home
11885919,0-2,away
11982618,1-3,away
11879920,1-2,away
12016456,8-1,home
11879917,1-1,draw
12014551,1-2,away
12007213,4-0,home
11960823,1-0,home
11960824,2-0,home
11943913,6-2,home
11960825,1-1,draw
11960826,0-1,away
11960827,2-2,draw
12016205,2-5,away
12016414,1-2,away
11960829,1-0,home
11960828,1-0,home
11996314,1-1,draw
11904519,3-0,home
11921959,1-0,home
11982619,3-1,home
11967465,2-2,draw
11867469,2-2,draw
11904515,0-0,draw
11998451,1-5,away
11877101,1-5,away
11938708,0-3,away
11957706,0-1,away
11988648,0-2,away
11998442,1-2,away
12016250,1-1,draw
11988659,1-1,draw
12016419,1-2,away
11982255,3-0,home
11982256,2-1,home
11982257,3-1,home
11982259,2-0,home
12011999,0-1,away
11982648,1-2,away
11988660,2-3,away
11988664,3-4,away
11992252,3-3,draw
11988666,2-1,home
11982253,3-0,home
11998465,1-0,home
11998467,3-0,home
11998470,2-1,home
12013430,6-2,home
11998472,2-3,away
11988665,1-2,away
11978188,0-0,draw
12016256,0-1,away
11968699,2-0,home
12011674,0-2,away
12015655,0-0,draw
12015656,4-3,home
11975738,3-1,home
